created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2021-09-18 03:17:49 UTC,71,22.6,70.8,71,,,,
2021-09-18 03:18:07 UTC,72,22.5,70.9,71,,,,
2021-09-18 03:18:23 UTC,73,22.5,71.1,71,,,,
2021-09-18 03:31:19 UTC,74,22.5,70.2,71,,,,
2021-09-18 03:31:35 UTC,75,22.5,70.2,71,,,,
2021-09-18 03:31:51 UTC,76,22.5,70.3,71,,,,
2021-09-18 03:32:07 UTC,77,22.5,70.4,71,,,,
2021-09-18 03:44:50 UTC,78,22.5,70.6,71,,,,
2021-09-18 03:45:09 UTC,79,22.6,70.6,71,,,,
2021-09-18 03:45:25 UTC,80,22.6,70.6,71,,,,
2021-09-18 03:45:43 UTC,81,22.6,70.5,71,,,,
2021-09-18 03:58:45 UTC,82,22.6,70.4,71,,,,
2021-09-18 03:59:03 UTC,83,22.6,70.4,71,,,,
2021-09-18 03:59:19 UTC,84,22.6,70.6,71,,,,
2021-09-18 04:05:10 UTC,85,22.6,70.7,71,,,,
2021-09-18 04:12:19 UTC,86,22.7,70.7,71,,,,
2021-09-18 04:12:37 UTC,87,22.7,70.7,71,,,,
2021-09-18 04:12:55 UTC,88,22.6,70.7,71,,,,
2021-09-18 04:20:20 UTC,89,22.6,70.8,71,,,,
2021-09-18 04:25:10 UTC,90,22.6,71.0,71,,,,
2021-09-18 04:25:45 UTC,91,22.6,71.0,71,,,,
2021-09-18 04:26:01 UTC,92,22.7,70.9,71,,,,
2021-09-18 04:26:17 UTC,93,22.8,71.0,71,,,,
2021-09-18 04:26:43 UTC,94,22.7,71.0,71,,,,
2021-09-18 04:39:19 UTC,95,22.5,71.0,71,,,,
2021-09-18 04:39:35 UTC,96,22.6,71.1,71,,,,
2021-09-18 04:39:51 UTC,97,22.5,71.0,71,,,,
2021-09-18 04:53:01 UTC,98,22.6,71.1,71,,,,
2021-09-18 04:53:17 UTC,99,22.6,70.4,71,,,,
2021-09-18 04:53:33 UTC,100,22.6,70.4,71,,,,
2021-09-18 04:53:51 UTC,101,22.6,70.1,71,,,,
2021-09-18 05:07:17 UTC,102,22.5,70.4,71,,,,
2021-09-18 05:07:33 UTC,103,22.6,69.4,71,,,,
2021-09-18 05:07:53 UTC,104,22.5,69.3,71,,,,
2021-09-18 05:08:31 UTC,105,22.6,69.4,71,,,,
2021-09-18 05:21:05 UTC,106,22.4,69.8,71,,,,
2021-09-18 05:21:21 UTC,107,22.4,70.1,71,,,,
2021-09-18 05:21:39 UTC,108,22.5,70.2,71,,,,
2021-09-18 05:21:59 UTC,109,22.5,70.4,71,,,,
2021-09-18 05:34:27 UTC,110,22.5,70.2,71,,,,
2021-09-18 05:34:43 UTC,111,22.4,69.5,71,,,,
2021-09-18 05:34:59 UTC,112,22.5,69.7,71,,,,
2021-09-18 06:37:41 UTC,113,22.0,69.3,71,,,,
2021-09-18 08:42:54 UTC,114,21.5,69.4,71,,,,
2021-09-18 08:43:10 UTC,115,21.6,69.2,71,,,,
2021-09-18 08:43:34 UTC,116,21.7,69.0,71,,,,
2021-09-18 08:43:50 UTC,117,21.8,68.9,71,,,,
2021-09-18 08:44:06 UTC,118,21.7,69.0,71,,,,
2021-09-18 08:44:25 UTC,119,21.8,68.7,71,,,,
2021-09-18 08:44:40 UTC,120,21.8,68.6,71,,,,
2021-09-18 08:44:57 UTC,121,21.8,68.8,71,,,,
2021-09-18 08:45:13 UTC,122,21.8,68.9,71,,,,
2021-09-18 08:45:29 UTC,123,21.7,68.8,71,,,,
2021-09-18 08:45:45 UTC,124,21.7,69.0,71,,,,
2021-09-18 08:46:01 UTC,125,21.7,68.9,71,,,,
2021-09-18 08:46:17 UTC,126,21.8,69.0,71,,,,
2021-09-18 08:46:33 UTC,127,21.8,68.9,71,,,,
2021-09-18 08:46:49 UTC,128,21.7,69.0,71,,,,
2021-09-18 08:47:05 UTC,129,21.8,69.0,71,,,,
2021-09-18 08:47:23 UTC,130,21.8,69.0,71,,,,
2021-09-18 08:47:39 UTC,131,21.8,68.9,71,,,,
2021-09-18 08:47:55 UTC,132,21.7,69.0,71,,,,
2021-09-18 08:48:11 UTC,133,21.7,69.1,71,,,,
2021-09-18 08:48:27 UTC,134,21.7,69.2,71,,,,
2021-09-18 08:48:43 UTC,135,21.7,69.1,71,,,,
2021-09-18 08:48:59 UTC,136,21.7,68.9,71,,,,
2021-09-18 08:49:15 UTC,137,21.7,69.0,71,,,,
2021-09-18 08:49:31 UTC,138,21.7,69.2,71,,,,
2021-09-18 08:49:47 UTC,139,21.7,69.1,71,,,,
2021-09-18 08:50:03 UTC,140,21.7,69.0,71,,,,
2021-09-18 08:50:19 UTC,141,21.7,69.0,71,,,,
2021-09-18 08:50:39 UTC,142,21.6,68.9,71,,,,
2021-09-18 08:50:55 UTC,143,21.7,69.0,71,,,,
2021-09-18 08:51:11 UTC,144,21.7,68.9,71,,,,
2021-09-18 08:51:30 UTC,145,21.6,68.9,71,,,,
2021-09-18 08:51:46 UTC,146,21.8,68.9,71,,,,
2021-09-18 08:52:01 UTC,147,21.7,68.8,71,,,,
2021-09-18 08:52:17 UTC,148,21.6,68.8,71,,,,
2021-09-18 08:52:33 UTC,149,21.7,68.9,71,,,,
2021-09-18 08:52:52 UTC,150,21.7,68.9,71,,,,
2021-09-18 08:53:08 UTC,151,21.7,68.8,71,,,,
2021-09-18 08:53:28 UTC,152,21.6,68.9,71,,,,
2021-09-18 08:53:46 UTC,153,21.8,69.1,71,,,,
2021-09-18 08:54:02 UTC,154,21.6,69.0,71,,,,
2021-09-18 08:54:18 UTC,155,21.7,69.1,71,,,,
2021-09-18 08:54:34 UTC,156,21.7,68.9,71,,,,
2021-09-18 08:54:50 UTC,157,21.7,69.0,71,,,,
2021-09-18 08:55:06 UTC,158,21.6,69.1,71,,,,
2021-09-18 08:55:22 UTC,159,21.7,69.2,71,,,,
2021-09-18 08:55:38 UTC,160,21.7,69.1,71,,,,
2021-09-18 08:55:58 UTC,161,21.7,69.1,71,,,,
2021-09-18 08:56:14 UTC,162,21.6,69.0,71,,,,
2021-09-18 08:56:30 UTC,163,21.6,69.0,71,,,,
2021-09-18 08:56:46 UTC,164,21.7,68.8,71,,,,
2021-09-18 08:57:04 UTC,165,21.6,68.9,71,,,,
2021-09-18 08:57:22 UTC,166,21.6,68.8,71,,,,
2021-09-18 08:57:38 UTC,167,21.7,68.9,71,,,,
2021-09-18 08:57:54 UTC,168,21.7,68.9,71,,,,
2021-09-18 08:58:10 UTC,169,21.7,69.0,71,,,,
2021-09-18 08:58:26 UTC,170,21.7,69.0,71,,,,
2021-09-18 08:58:46 UTC,171,21.7,69.0,71,,,,
2021-09-18 08:59:03 UTC,172,21.7,69.0,71,,,,
2021-09-18 08:59:21 UTC,173,21.6,69.0,71,,,,
2021-09-18 08:59:37 UTC,174,21.8,69.0,71,,,,
2021-09-18 08:59:53 UTC,175,21.7,69.2,71,,,,
2021-09-18 09:00:09 UTC,176,21.6,69.1,71,,,,
2021-09-18 09:00:25 UTC,177,21.7,69.1,71,,,,
2021-09-18 09:00:41 UTC,178,21.7,69.1,71,,,,
2021-09-18 09:00:58 UTC,179,21.7,69.1,71,,,,
2021-09-18 09:01:15 UTC,180,21.7,69.0,71,,,,
2021-09-18 09:01:35 UTC,181,21.7,69.1,71,,,,
2021-09-18 09:01:53 UTC,182,21.6,68.8,71,,,,
2021-09-18 09:02:09 UTC,183,21.7,68.9,71,,,,
2021-09-18 09:02:25 UTC,184,21.6,68.9,71,,,,
2021-09-18 09:02:41 UTC,185,21.6,68.7,71,,,,
2021-09-18 09:02:59 UTC,186,21.8,68.7,71,,,,
2021-09-18 09:03:17 UTC,187,21.7,68.7,71,,,,
2021-09-18 09:03:33 UTC,188,21.7,68.7,71,,,,
2021-09-18 09:03:50 UTC,189,21.7,68.7,71,,,,
2021-09-18 09:04:06 UTC,190,21.7,68.8,71,,,,
2021-09-18 09:04:21 UTC,191,21.7,68.9,71,,,,
2021-09-18 09:04:40 UTC,192,21.7,68.8,71,,,,
2021-09-18 09:04:56 UTC,193,21.7,69.0,71,,,,
2021-09-18 09:05:11 UTC,194,21.8,69.0,71,,,,
2021-09-18 09:05:28 UTC,195,21.6,68.9,71,,,,
2021-09-18 09:05:43 UTC,196,21.7,68.8,71,,,,
2021-09-18 09:06:00 UTC,197,21.7,68.8,71,,,,
2021-09-18 09:06:17 UTC,198,21.8,68.8,71,,,,
2021-09-18 09:06:34 UTC,199,21.7,68.8,71,,,,
2021-09-18 09:06:50 UTC,200,21.7,68.9,71,,,,
2021-09-18 09:07:06 UTC,201,21.6,68.8,71,,,,
2021-09-18 09:07:22 UTC,202,21.7,69.1,71,,,,
2021-09-18 09:07:40 UTC,203,21.7,69.0,71,,,,
2021-09-18 09:07:59 UTC,204,21.7,69.2,71,,,,
2021-09-18 09:08:16 UTC,205,21.6,68.9,71,,,,
2021-09-18 09:08:36 UTC,206,21.7,68.9,71,,,,
2021-09-18 09:08:54 UTC,207,21.7,68.8,71,,,,
2021-09-18 09:09:10 UTC,208,21.7,68.8,71,,,,
2021-09-18 09:09:26 UTC,209,21.7,68.8,71,,,,
2021-09-18 09:09:42 UTC,210,21.8,68.8,71,,,,
2021-09-18 09:09:59 UTC,211,21.7,68.6,71,,,,
2021-09-18 09:10:14 UTC,212,21.6,68.7,71,,,,
2021-09-18 09:10:30 UTC,213,21.7,68.7,71,,,,
2021-09-18 09:10:45 UTC,214,21.7,68.9,71,,,,
2021-09-18 09:11:01 UTC,215,21.7,68.8,71,,,,
2021-09-18 09:11:17 UTC,216,21.7,68.8,71,,,,
2021-09-18 09:11:32 UTC,217,21.7,68.8,71,,,,
2021-09-18 09:11:48 UTC,218,21.6,68.7,71,,,,
2021-09-18 09:12:04 UTC,219,21.7,68.7,71,,,,
2021-09-18 09:12:23 UTC,220,21.7,68.7,71,,,,
2021-09-18 09:12:39 UTC,221,21.7,68.7,71,,,,
2021-09-18 09:12:54 UTC,222,21.7,68.7,71,,,,
2021-09-18 09:13:13 UTC,223,21.7,68.7,71,,,,
2021-09-18 09:13:29 UTC,224,21.7,68.6,71,,,,
2021-09-18 09:13:45 UTC,225,21.7,68.9,71,,,,
2021-09-18 09:14:01 UTC,226,21.7,68.8,71,,,,
2021-09-18 09:14:17 UTC,227,21.7,68.8,71,,,,
2021-09-18 09:14:33 UTC,228,21.8,68.9,71,,,,
2021-09-18 09:14:49 UTC,229,21.8,69.0,71,,,,
2021-09-18 09:15:06 UTC,230,21.7,68.9,71,,,,
2021-09-18 09:15:23 UTC,231,21.8,68.8,71,,,,
2021-09-18 09:15:41 UTC,232,21.7,68.9,71,,,,
2021-09-18 16:42:30 UTC,233,21.7,69.2,71,,,,
2021-09-18 16:42:46 UTC,234,21.7,69.3,71,,,,
2021-09-18 16:43:02 UTC,235,21.7,69.1,71,,,,
2021-09-18 16:43:22 UTC,236,21.7,69.1,71,,,,
2021-09-18 16:43:37 UTC,237,21.7,69.1,71,,,,
2021-09-18 16:43:55 UTC,238,21.7,69.2,71,,,,
2021-09-18 16:44:10 UTC,239,21.7,69.1,71,,,,
2021-09-18 16:44:28 UTC,240,21.7,69.0,71,,,,
2021-09-18 16:44:45 UTC,241,21.7,69.0,71,,,,
2021-09-18 16:45:01 UTC,242,21.7,69.1,71,,,,
2021-09-18 16:45:17 UTC,243,21.6,69.2,71,,,,
2021-09-18 16:45:33 UTC,244,21.7,69.2,71,,,,
2021-09-18 16:45:49 UTC,245,21.7,69.2,71,,,,
2021-09-18 16:47:27 UTC,246,21.7,69.2,,,,,
2021-09-18 16:47:55 UTC,247,21.8,69.1,,,,,
2021-09-18 16:48:10 UTC,248,21.8,69.2,71,,,,
2021-09-18 16:48:27 UTC,249,21.8,69.1,71,,,,
2021-09-18 16:48:51 UTC,250,21.8,69.1,71,,,,
2021-09-18 16:49:08 UTC,251,21.7,69.1,71,,,,
2021-09-18 16:49:24 UTC,252,21.8,69.3,71,,,,
2021-09-18 16:49:40 UTC,253,21.8,69.2,71,,,,
2021-09-18 16:49:56 UTC,254,21.7,69.2,71,,,,
2021-09-18 16:50:12 UTC,255,21.7,69.3,71,,,,
2021-09-18 16:50:30 UTC,256,21.7,69.3,71,,,,
2021-09-18 16:50:46 UTC,257,21.8,69.2,71,,,,
2021-09-18 16:51:06 UTC,258,21.7,69.2,71,,,,
2021-09-18 16:51:22 UTC,259,21.7,69.2,71,,,,
2021-09-18 16:51:38 UTC,260,21.8,69.3,71,,,,
2021-09-18 16:51:54 UTC,261,21.7,69.3,71,,,,
2021-09-18 16:52:10 UTC,262,21.7,69.2,71,,,,
2021-09-18 16:52:28 UTC,263,21.7,69.3,71,,,,
2021-09-18 16:52:44 UTC,264,21.7,69.3,71,,,,
2021-09-18 16:53:00 UTC,265,21.7,69.3,71,,,,
2021-09-18 16:53:16 UTC,266,21.7,69.4,71,,,,
2021-09-18 16:53:32 UTC,267,21.8,69.3,71,,,,
2021-09-18 16:53:49 UTC,268,21.7,69.4,71,,,,
2021-09-18 16:54:07 UTC,269,21.7,69.3,71,,,,
2021-09-18 16:54:22 UTC,270,21.8,69.4,71,,,,
2021-09-18 16:54:39 UTC,271,21.7,70.9,71,,,,
2021-09-18 16:54:57 UTC,272,21.6,70.3,71,,,,
2021-09-18 16:55:17 UTC,273,21.7,70.0,71,,,,
2021-09-18 16:55:33 UTC,274,21.7,69.7,71,,,,
2021-09-18 16:55:49 UTC,275,21.7,69.7,71,,,,
2021-09-18 16:56:07 UTC,276,21.6,69.8,71,,,,
2021-09-18 16:58:21 UTC,277,21.7,70.3,71,,,,
2021-09-18 16:58:38 UTC,278,21.7,70.5,71,,,,
2021-09-18 16:58:59 UTC,279,21.7,71.2,71,,,,
2021-09-18 17:00:48 UTC,280,21.7,71.2,71,,,,
2021-09-18 17:01:04 UTC,281,21.6,71.5,71,,,,
2021-09-18 17:01:19 UTC,282,21.7,70.7,71,,,,
2021-09-18 17:02:00 UTC,283,21.7,70.2,71,,,,
2021-09-18 17:03:30 UTC,284,21.7,69.9,71,,,,
2021-09-18 17:03:46 UTC,285,21.8,69.8,71,,,,
2021-09-18 17:04:14 UTC,286,21.6,70.6,71,,,,
2021-09-18 17:04:42 UTC,287,21.7,70.5,71,,,,
2021-09-18 17:06:18 UTC,288,21.7,70.5,71,,,,
2021-09-18 17:06:34 UTC,289,21.7,71.4,71,,,,
2021-09-18 17:06:50 UTC,290,21.6,70.1,71,,,,
2021-09-18 17:07:52 UTC,291,21.7,69.9,71,,,,
2021-09-18 17:09:06 UTC,292,21.8,70.4,71,,,,
2021-09-18 17:09:21 UTC,293,21.7,70.1,71,,,,
2021-09-18 17:09:39 UTC,294,21.7,71.1,71,,,,
2021-09-18 17:11:36 UTC,295,21.8,70.9,71,,,,
2021-09-18 17:11:53 UTC,296,21.7,71.0,71,,,,
2021-09-18 17:12:11 UTC,297,21.7,71.5,71,,,,
2021-09-18 17:14:22 UTC,298,21.7,70.8,71,,,,
2021-09-18 17:14:37 UTC,299,21.8,70.5,71,,,,
2021-09-18 17:14:53 UTC,300,21.7,69.8,71,,,,
2021-09-18 17:15:52 UTC,301,21.6,69.8,71,,,,
2021-09-18 17:17:00 UTC,302,21.7,69.7,71,,,,
2021-09-18 17:17:22 UTC,303,21.7,69.6,71,,,,
2021-09-18 17:17:40 UTC,304,21.8,69.8,71,,,,
2021-09-18 17:19:41 UTC,305,21.7,69.4,71,,,,
2021-09-18 17:19:56 UTC,306,21.8,69.3,71,,,,
2021-09-18 17:20:12 UTC,307,21.8,69.4,71,,,,
2021-09-18 17:20:52 UTC,308,21.8,69.6,71,,,,
2021-09-18 17:22:29 UTC,309,21.7,69.2,71,,,,
2021-09-18 17:22:45 UTC,310,21.9,69.3,71,,,,
2021-09-18 17:23:01 UTC,311,21.8,69.3,71,,,,
2021-09-18 17:25:26 UTC,312,21.8,69.2,71,,,,
2021-09-18 17:25:41 UTC,313,21.8,69.3,71,,,,
2021-09-18 17:25:57 UTC,314,21.8,69.2,71,,,,
2021-09-18 17:27:05 UTC,315,21.8,69.2,71,,,,
2021-09-18 17:27:57 UTC,316,21.8,69.4,71,,,,
2021-09-18 17:28:13 UTC,317,21.9,69.3,71,,,,
2021-09-18 17:28:29 UTC,318,21.9,69.3,71,,,,
2021-09-18 17:31:01 UTC,319,21.9,69.4,71,,,,
2021-09-18 17:31:16 UTC,320,21.9,69.2,71,,,,
2021-09-18 17:31:33 UTC,321,21.9,69.0,71,,,,
2021-09-18 17:33:48 UTC,322,21.9,69.0,71,,,,
2021-09-18 17:34:05 UTC,323,21.9,69.3,71,,,,
2021-09-18 17:34:21 UTC,324,21.9,69.2,71,,,,
2021-09-18 17:34:45 UTC,325,21.9,69.3,71,,,,
2021-09-18 17:36:19 UTC,326,21.9,69.3,71,,,,
2021-09-18 17:36:35 UTC,327,21.8,69.5,71,,,,
2021-09-18 17:36:51 UTC,328,22.0,69.6,71,,,,
2021-09-18 17:37:08 UTC,329,21.9,69.7,71,,,,
2021-09-18 17:38:53 UTC,330,21.9,69.6,71,,,,
2021-09-18 17:39:11 UTC,331,21.9,69.6,71,,,,
2021-09-18 17:39:27 UTC,332,22.0,69.6,71,,,,
2021-09-18 17:41:35 UTC,333,21.8,69.4,71,,,,
2021-09-18 17:41:52 UTC,334,21.9,69.5,71,,,,
2021-09-18 17:42:07 UTC,335,21.9,69.4,71,,,,
2021-09-18 17:44:20 UTC,336,22.0,69.5,71,,,,
2021-09-18 17:44:36 UTC,337,22.0,69.4,71,,,,
2021-09-18 17:44:54 UTC,338,22.0,69.4,71,,,,
2021-09-18 17:45:18 UTC,339,22.0,69.5,71,,,,
2021-09-18 17:47:09 UTC,340,22.0,69.4,71,,,,
2021-09-18 17:47:24 UTC,341,21.9,69.4,71,,,,
2021-09-18 17:47:40 UTC,342,22.0,69.5,71,,,,
2021-09-18 17:50:10 UTC,343,22.0,69.5,71,,,,
2021-09-18 17:50:27 UTC,344,21.9,69.4,71,,,,
2021-09-18 17:50:43 UTC,345,21.8,69.3,71,,,,
2021-09-18 17:53:14 UTC,346,21.9,69.4,71,,,,
2021-09-18 17:53:29 UTC,347,21.9,69.5,71,,,,
2021-09-18 17:53:55 UTC,348,22.0,69.6,71,,,,
2021-09-18 17:55:51 UTC,349,21.9,69.6,71,,,,
2021-09-18 17:56:08 UTC,350,21.9,69.7,71,,,,
2021-09-18 17:56:24 UTC,351,21.9,69.7,71,,,,
2021-09-18 17:58:37 UTC,352,22.0,69.7,71,,,,
2021-09-18 17:58:54 UTC,353,22.0,69.8,71,,,,
2021-09-18 17:59:42 UTC,354,22.0,69.7,71,,,,
2021-09-18 18:01:35 UTC,355,22.0,69.6,71,,,,
2021-09-18 18:01:50 UTC,356,22.0,69.8,71,,,,
2021-09-18 18:02:06 UTC,357,22.0,69.8,71,,,,
2021-09-18 18:02:46 UTC,358,22.0,69.8,71,,,,
2021-09-18 18:04:05 UTC,359,22.0,69.6,71,,,,
2021-09-18 18:04:21 UTC,360,22.0,69.5,71,,,,
2021-09-18 18:06:34 UTC,361,22.0,69.6,71,,,,
2021-09-18 18:06:49 UTC,362,21.9,69.5,71,,,,
2021-09-18 18:07:05 UTC,363,21.9,69.5,71,,,,
2021-09-18 18:09:11 UTC,364,22.0,69.5,71,,,,
2021-09-18 18:09:26 UTC,365,21.9,69.5,71,,,,
2021-09-18 18:09:41 UTC,366,21.9,69.5,71,,,,
2021-09-18 18:12:07 UTC,367,22.0,69.5,71,,,,
2021-09-18 18:12:22 UTC,368,21.9,69.5,71,,,,
2021-09-18 18:12:38 UTC,369,21.9,69.5,71,,,,
2021-09-18 18:14:42 UTC,370,21.9,69.4,71,,,,
2021-09-18 18:15:04 UTC,371,22.0,69.3,71,,,,
2021-09-18 18:17:22 UTC,372,21.9,69.3,71,,,,
2021-09-18 18:17:39 UTC,373,22.0,69.1,71,,,,
2021-09-18 18:17:55 UTC,374,22.0,69.2,71,,,,
2021-09-18 18:20:25 UTC,375,21.9,68.8,71,,,,
2021-09-18 18:20:41 UTC,376,21.9,68.9,71,,,,
2021-09-18 18:20:57 UTC,377,21.9,69.0,71,,,,
2021-09-18 18:23:10 UTC,378,22.0,69.1,71,,,,
2021-09-18 18:23:26 UTC,379,22.0,69.1,71,,,,
2021-09-18 18:25:29 UTC,380,21.9,69.1,71,,,,
2021-09-18 18:25:46 UTC,381,21.9,69.1,71,,,,
2021-09-18 18:26:08 UTC,382,22.0,69.1,71,,,,
2021-09-18 18:27:58 UTC,383,22.0,69.3,71,,,,
2021-09-18 18:28:14 UTC,384,21.9,69.1,71,,,,
2021-09-18 18:30:26 UTC,385,22.0,69.4,71,,,,
2021-09-18 18:30:43 UTC,386,22.0,69.4,71,,,,
2021-09-18 18:30:59 UTC,387,21.9,69.3,71,,,,
2021-09-18 18:31:23 UTC,388,22.0,69.4,71,,,,
2021-09-18 18:33:22 UTC,389,21.9,69.3,71,,,,
2021-09-18 18:33:39 UTC,390,22.0,69.4,71,,,,
2021-09-18 18:34:09 UTC,391,22.0,69.3,71,,,,
2021-09-18 18:35:54 UTC,392,21.9,69.3,71,,,,
2021-09-18 18:36:09 UTC,393,22.0,69.3,71,,,,
2021-09-18 18:36:26 UTC,394,21.9,69.4,71,,,,
2021-09-18 18:38:45 UTC,395,22.0,69.3,71,,,,
2021-09-18 18:39:02 UTC,396,21.9,69.2,71,,,,
2021-09-18 18:39:18 UTC,397,21.9,69.2,71,,,,
2021-09-18 18:41:41 UTC,398,22.0,69.2,71,,,,
2021-09-18 18:41:58 UTC,399,21.9,69.3,71,,,,
2021-09-18 18:42:14 UTC,400,21.9,69.2,71,,,,
2021-09-18 18:44:35 UTC,401,22.0,69.2,71,,,,
2021-09-18 18:44:51 UTC,402,22.0,69.2,71,,,,
2021-09-18 18:45:07 UTC,403,22.0,69.2,71,,,,
2021-09-18 18:47:43 UTC,404,22.0,69.2,71,,,,
2021-09-18 18:47:59 UTC,405,21.9,69.2,71,,,,
2021-09-18 18:48:15 UTC,406,22.0,69.2,71,,,,
2021-09-18 18:50:29 UTC,407,21.9,69.2,71,,,,
2021-09-18 18:50:46 UTC,408,21.8,69.3,71,,,,
2021-09-18 18:51:06 UTC,409,22.0,69.2,71,,,,
2021-09-18 18:53:00 UTC,410,21.8,69.2,71,,,,
2021-09-18 18:53:16 UTC,411,22.0,69.2,71,,,,
2021-09-18 18:53:32 UTC,412,22.0,69.2,71,,,,
2021-09-18 18:54:06 UTC,413,22.0,69.3,71,,,,
2021-09-18 18:58:45 UTC,414,22.0,70.2,71,,,,
2021-09-18 18:59:07 UTC,415,22.4,70.2,71,,,,
2021-09-18 19:00:47 UTC,416,22.4,70.2,71,,,,
2021-09-18 19:01:19 UTC,417,24.8,59.2,71,,,,
2021-09-18 19:03:23 UTC,418,26.4,56.1,71,,,,
2021-09-18 19:03:40 UTC,419,26.5,55.5,71,,,,
2021-09-18 19:04:01 UTC,420,26.7,55.3,71,,,,
2021-09-18 19:06:11 UTC,421,27.8,53.7,71,,,,
2021-09-18 19:06:26 UTC,422,27.8,53.4,71,,,,
