created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2021-09-16 05:27:17 CST,62,17.1,80.1,72,,,,
2021-09-16 05:27:33 CST,63,17.2,80.3,72,,,,
2021-09-16 05:27:49 CST,64,17.1,80.4,72,,,,
2021-09-16 05:40:41 CST,65,17.1,80.5,72,,,,
2021-09-16 05:40:59 CST,66,17.2,80.4,72,,,,
2021-09-16 05:41:17 CST,67,17.2,80.5,72,,,,
2021-09-16 05:41:33 CST,68,17.2,80.5,72,,,,
2021-09-16 05:54:23 CST,69,17.2,80.5,72,,,,
2021-09-16 05:54:39 CST,70,17.2,80.6,72,,,,
2021-09-16 05:54:57 CST,71,17.2,80.5,72,,,,
2021-09-16 05:55:13 CST,72,17.2,80.6,72,,,,
2021-09-16 06:08:39 CST,73,17.4,80.8,72,,,,
2021-09-16 06:08:55 CST,74,17.4,81.0,72,,,,
2021-09-16 06:09:15 CST,75,17.4,80.9,72,,,,
2021-09-16 06:09:33 CST,76,17.4,81.0,72,,,,
2021-09-16 06:09:49 CST,77,17.4,80.9,72,,,,
2021-09-16 06:22:23 CST,78,17.4,81.4,72,,,,
2021-09-16 06:22:41 CST,79,17.5,81.3,72,,,,
2021-09-16 06:22:57 CST,80,17.4,81.4,72,,,,
2021-09-16 06:36:23 CST,81,17.6,81.8,72,,,,
2021-09-16 06:36:39 CST,82,17.6,82.0,72,,,,
2021-09-16 06:36:55 CST,83,17.6,82.1,72,,,,
2021-09-16 06:50:37 CST,84,17.8,82.2,72,,,,
2021-09-16 06:50:53 CST,85,17.8,82.3,72,,,,
2021-09-16 06:51:13 CST,86,17.8,82.1,72,,,,
2021-09-16 07:04:59 CST,87,17.8,82.5,72,,,,
2021-09-16 07:05:21 CST,88,18.0,82.2,72,,,,
2021-09-16 07:05:37 CST,89,17.9,82.0,72,,,,
2021-09-16 07:18:51 CST,90,18.0,81.8,72,,,,
2021-09-16 07:19:07 CST,91,18.0,81.8,72,,,,
2021-09-16 10:07:18 CST,92,18.0,81.8,72,,,,
2021-09-16 10:07:33 CST,93,20.8,71.7,72,,,,
2021-09-16 10:09:32 CST,94,20.8,72.1,72,,,,
2021-09-16 10:12:21 CST,95,20.9,72.1,72,,,,
2021-09-16 10:20:12 CST,96,21.4,71.6,,,,,
2021-09-16 10:22:10 CST,97,21.3,71.1,,,,,
2021-09-16 10:24:48 CST,98,21.3,71.1,72,,,,
2021-09-16 10:26:51 CST,99,21.5,71.1,72,,,,
2021-09-16 10:28:45 CST,100,21.4,70.9,72,,,,
2021-09-16 10:29:09 CST,101,21.4,70.6,72,,,,
2021-09-16 10:31:12 CST,102,21.5,71.0,72,,,,
2021-09-16 10:32:15 CST,103,21.6,70.4,72,,,,
2021-09-16 11:06:19 CST,104,21.7,70.1,,,,,
2021-09-16 11:06:40 CST,105,22.2,67.0,,,,,
2021-09-16 11:07:01 CST,106,22.2,66.6,,,,,
2021-09-16 11:08:27 CST,107,22.1,67.2,,,,,
2021-09-16 11:09:59 CST,108,22.1,67.6,,,,,
2021-09-16 11:10:19 CST,109,22.1,67.8,,,,,
2021-09-16 11:11:41 CST,110,22.3,67.7,,,,,
2021-09-16 11:13:14 CST,111,22.2,67.6,,,,,
2021-09-16 11:14:46 CST,112,22.3,68.0,,,,,
2021-09-16 11:16:18 CST,113,22.3,67.4,,,,,
2021-09-16 11:16:38 CST,114,22.2,67.0,,,,,
2021-09-16 11:18:00 CST,115,22.3,67.3,,,,,
2021-09-16 11:19:33 CST,116,22.2,67.4,,,,,
2021-09-16 11:21:15 CST,117,22.2,67.2,,,,,
2021-09-16 11:22:31 CST,118,22.2,67.4,,,,,
2021-09-16 11:24:23 CST,119,22.2,66.1,,,,,
2021-09-16 11:25:55 CST,120,22.3,67.1,,,,,
2021-09-16 11:27:28 CST,121,22.3,66.2,,,,,
2021-09-16 11:29:22 CST,122,22.4,66.5,,,,,
2021-09-16 11:30:44 CST,123,22.3,66.2,,,,,
2021-09-16 11:32:16 CST,124,22.4,65.9,,,,,
2021-09-16 11:35:21 CST,125,22.3,66.4,,,,,
2021-09-16 11:35:41 CST,126,22.3,66.7,,,,,
2021-09-16 11:37:51 CST,127,22.3,65.8,,,,,
2021-09-16 11:38:23 CST,128,22.3,65.8,,,,,
2021-09-16 11:39:41 CST,129,22.3,64.9,,,,,
2021-09-16 11:41:02 CST,130,22.4,64.5,,,,,
2021-09-16 11:42:24 CST,131,22.4,64.9,,,,,
2021-09-16 11:42:40 CST,132,22.3,64.8,,,,,
2021-09-16 11:43:20 CST,133,22.4,65.5,,,,,
2021-09-16 11:45:12 CST,134,22.5,66.3,,,,,
2021-09-16 11:47:05 CST,135,22.4,65.9,,,,,
2021-09-16 11:52:51 CST,136,22.4,66.5,,,,,
2021-09-16 11:54:24 CST,137,22.5,66.2,,,,,
2021-09-16 11:54:44 CST,138,22.4,66.1,,,,,
2021-09-16 11:57:38 CST,139,22.5,64.5,,,,,
2021-09-16 11:59:20 CST,140,22.4,64.8,,,,,
2021-09-16 11:59:42 CST,141,22.4,64.4,,,,,
2021-09-16 12:00:04 CST,142,22.4,64.4,,,,,
2021-09-16 12:01:05 CST,143,22.4,65.4,,,,,
2021-09-16 12:04:29 CST,144,22.4,65.7,,,,,
2021-09-16 12:07:52 CST,145,22.4,65.2,,,,,
2021-09-16 12:09:24 CST,146,22.5,65.8,,,,,
2021-09-16 12:10:46 CST,147,22.6,65.7,,,,,
2021-09-16 12:14:11 CST,148,22.6,66.1,,,,,
2021-09-16 12:15:33 CST,149,22.6,67.0,,,,,
2021-09-16 12:17:05 CST,150,22.7,66.5,,,,,
2021-09-16 12:17:25 CST,151,22.7,66.5,,,,,
2021-09-16 12:18:57 CST,152,22.6,66.5,,,,,
2021-09-16 12:20:20 CST,153,22.6,67.3,,,,,
2021-09-16 12:24:14 CST,154,22.6,66.8,,,,,
2021-09-16 12:24:34 CST,155,22.6,67.3,,,,,
2021-09-16 12:25:56 CST,156,22.7,68.0,,,,,
2021-09-16 12:29:01 CST,157,22.8,67.1,,,,,
2021-09-16 12:33:58 CST,158,22.8,68.1,,,,,
2021-09-16 12:35:30 CST,159,22.7,68.2,,,,,
2021-09-16 12:37:02 CST,160,22.7,68.9,,,,,
2021-09-16 12:37:22 CST,161,22.6,68.7,,,,,
2021-09-16 12:41:59 CST,162,22.8,68.7,,,,,
2021-09-16 12:43:21 CST,163,22.8,69.0,,,,,
2021-09-16 12:46:35 CST,164,22.7,69.0,,,,,
2021-09-16 12:48:27 CST,165,22.6,72.2,,,,,
2021-09-16 12:49:40 CST,166,22.8,70.2,,,,,
2021-09-16 12:51:32 CST,167,22.7,70.0,,,,,
2021-09-16 12:53:04 CST,168,22.6,69.8,,,,,
2021-09-16 12:56:19 CST,169,22.6,69.8,,,,,
2021-09-16 12:59:23 CST,170,22.4,70.4,,,,,
2021-09-16 13:01:05 CST,171,22.4,70.9,,,,,
2021-09-16 13:02:48 CST,172,22.4,70.9,,,,,
2021-09-16 13:04:10 CST,173,22.4,70.9,,,,,
2021-09-16 13:05:42 CST,174,22.4,70.8,,,,,
2021-09-16 13:09:46 CST,175,22.4,71.6,,,,,
2021-09-16 13:12:51 CST,176,22.4,72.2,,,,,
2021-09-16 13:13:11 CST,177,22.4,72.5,,,,,
2021-09-16 13:14:33 CST,178,22.4,73.1,,,,,
2021-09-16 13:16:05 CST,179,22.4,73.0,,,,,
2021-09-16 13:17:38 CST,180,22.5,73.4,,,,,
2021-09-16 13:19:10 CST,181,22.6,72.7,,,,,
2021-09-16 13:22:34 CST,182,22.6,70.9,,,,,
2021-09-16 13:23:30 CST,183,22.5,69.8,,,,,
2021-09-16 13:28:35 CST,184,22.7,69.8,72,,,,
2021-09-16 13:31:40 CST,185,22.7,69.7,72,,,,
2021-09-16 13:33:12 CST,186,22.7,69.6,72,,,,
2021-09-16 13:36:26 CST,187,22.7,69.0,72,,,,
2021-09-16 13:44:03 CST,188,23.0,67.5,72,,,,
2021-09-16 13:47:09 CST,189,23.0,64.6,72,,,,
2021-09-16 13:47:28 CST,190,23.0,65.1,72,,,,
2021-09-16 13:50:22 CST,191,23.0,65.4,72,,,,
2021-09-16 13:51:05 CST,192,23.0,66.6,72,,,,
2021-09-16 14:30:04 CST,193,24.3,62.5,72,,,,
2021-09-16 14:30:32 CST,194,24.3,62.4,72,,,,
2021-09-16 14:34:23 CST,195,24.2,62.9,72,,,,
2021-09-16 14:38:25 CST,196,23.8,64.2,72,,,,
2021-09-16 14:39:58 CST,197,23.6,65.5,72,,,,
2021-09-16 14:42:53 CST,198,23.6,65.0,72,,,,
2021-09-16 14:46:16 CST,199,23.3,64.5,72,,,,
2021-09-16 14:47:49 CST,200,23.3,65.5,72,,,,
2021-09-16 14:53:05 CST,201,23.1,66.5,72,,,,
2021-09-16 14:54:49 CST,202,23.1,66.5,72,,,,
2021-09-16 15:00:52 CST,203,22.8,68.1,72,,,,
2021-09-16 15:33:51 CST,204,22.2,71.3,72,,,,
2021-09-16 15:36:46 CST,205,22.2,71.8,72,,,,
2021-09-16 15:39:58 CST,206,22.0,72.3,72,,,,
2021-09-16 15:44:25 CST,207,22.0,73.9,72,,,,
2021-09-16 15:46:07 CST,208,22.0,74.1,72,,,,
2021-09-16 15:49:32 CST,209,22.0,73.8,72,,,,
2021-09-16 15:53:16 CST,210,22.2,73.9,72,,,,
2021-09-16 15:54:48 CST,211,22.2,73.9,72,,,,
2021-09-16 16:01:17 CST,212,22.2,73.9,72,,,,
2021-09-16 16:04:22 CST,213,22.1,72.3,72,,,,
2021-09-16 16:10:09 CST,214,22.0,72.3,72,,,,
2021-09-16 16:14:55 CST,215,21.8,71.4,72,,,,
2021-09-16 16:26:13 CST,216,21.3,71.4,72,,,,
2021-09-16 16:28:39 CST,217,21.3,74.0,72,,,,
2021-09-16 16:29:47 CST,218,21.3,74.0,72,,,,
2021-09-16 16:33:54 CST,219,21.3,73.8,72,,,,
2021-09-16 16:36:49 CST,220,21.3,73.8,72,,,,
2021-09-16 16:37:25 CST,221,21.2,73.9,72,,,,
2021-09-16 16:42:02 CST,222,21.1,74.3,72,,,,
2021-09-16 16:52:15 CST,223,21.1,74.6,72,,,,
2021-09-16 16:54:08 CST,224,21.1,74.6,72,,,,
2021-09-16 16:55:42 CST,225,21.1,74.9,72,,,,
2021-09-16 17:00:16 CST,226,21.0,75.0,72,,,,
2021-09-16 17:01:58 CST,227,21.0,75.0,72,,,,
2021-09-16 17:12:32 CST,228,20.7,76.5,72,,,,
2021-09-16 17:14:04 CST,229,20.8,76.5,72,,,,
2021-09-16 17:15:27 CST,230,20.7,76.3,72,,,,
2021-09-16 17:16:59 CST,231,20.7,76.3,72,,,,
2021-09-16 17:17:19 CST,232,20.7,76.5,72,,,,
2021-09-16 17:22:05 CST,233,20.6,76.9,72,,,,
2021-09-16 17:23:28 CST,234,20.5,76.7,72,,,,
2021-09-16 17:33:02 CST,235,20.4,76.7,72,,,,
2021-09-16 17:38:58 CST,236,20.3,77.1,72,,,,
2021-09-16 17:43:44 CST,237,20.3,77.1,72,,,,
2021-09-16 17:58:05 CST,238,20.1,77.7,72,,,,
2021-09-16 17:59:27 CST,239,20.2,77.7,72,,,,
2021-09-16 18:01:19 CST,240,20.1,77.8,72,,,,
2021-09-16 18:08:19 CST,241,20.1,77.8,72,,,,
2021-09-16 18:13:06 CST,242,19.8,78.7,72,,,,
2021-09-16 18:16:30 CST,243,19.8,78.7,72,,,,
2021-09-16 18:21:56 CST,244,19.8,78.5,72,,,,
2021-09-16 18:29:57 CST,245,19.7,78.1,72,,,,
2021-09-16 18:37:16 CST,246,19.8,78.1,72,,,,
2021-09-16 18:48:23 CST,247,19.8,79.0,72,,,,
2021-09-16 18:49:41 CST,248,19.8,78.9,72,,,,
2021-09-16 18:50:02 CST,249,19.8,78.9,72,,,,
2021-09-16 18:50:24 CST,250,19.8,79.0,72,,,,
2021-09-16 18:52:58 CST,251,19.8,79.1,72,,,,
2021-09-16 18:53:55 CST,252,19.8,79.0,72,,,,
2021-09-16 19:07:18 CST,253,19.8,79.0,72,,,,
2021-09-16 19:14:05 CST,254,19.6,79.0,72,,,,
2021-09-16 19:16:06 CST,255,19.5,80.4,72,,,,
2021-09-16 19:17:39 CST,256,19.5,80.8,72,,,,
2021-09-16 19:20:44 CST,257,19.4,81.2,72,,,,
2021-09-16 19:22:28 CST,258,19.5,81.1,72,,,,
2021-09-16 19:22:47 CST,259,19.5,81.1,72,,,,
2021-09-16 19:25:42 CST,260,19.5,81.5,72,,,,
2021-09-16 19:27:14 CST,261,19.4,81.6,72,,,,
2021-09-16 19:28:47 CST,262,19.5,81.5,72,,,,
2021-09-16 19:29:06 CST,263,19.4,81.6,72,,,,
2021-09-16 19:32:01 CST,264,19.4,81.6,72,,,,
2021-09-16 19:34:12 CST,265,19.3,81.8,,,,,
2021-09-16 19:37:03 CST,266,19.3,81.7,72,,,,
2021-09-16 19:37:19 CST,267,19.3,81.7,72,,,,
2021-09-16 19:37:35 CST,268,19.3,81.9,72,,,,
2021-09-16 19:50:13 CST,269,19.0,82.2,72,,,,
2021-09-16 19:50:29 CST,270,19.0,82.2,72,,,,
2021-09-16 19:50:51 CST,271,19.0,82.2,72,,,,
2021-09-16 20:03:55 CST,272,19.0,81.4,72,,,,
2021-09-16 20:04:15 CST,273,19.0,81.4,72,,,,
2021-09-16 20:04:31 CST,274,18.9,81.6,72,,,,
2021-09-16 20:05:11 CST,275,18.8,81.7,72,,,,
2021-09-16 20:05:37 CST,276,18.9,81.7,72,,,,
2021-09-16 20:17:57 CST,277,18.9,81.7,72,,,,
2021-09-16 20:18:13 CST,278,18.9,81.8,72,,,,
2021-09-16 20:41:10 CST,279,18.8,80.8,72,,,,
2021-09-16 20:45:01 CST,280,18.7,81.0,72,,,,
2021-09-16 20:45:19 CST,281,18.7,80.9,72,,,,
2021-09-16 20:59:07 CST,282,18.5,80.5,72,,,,
2021-09-16 20:59:25 CST,283,18.7,80.5,72,,,,
2021-09-16 21:12:57 CST,284,18.7,80.5,72,,,,
2021-09-16 21:13:19 CST,285,18.6,80.5,72,,,,
2021-09-16 21:13:59 CST,286,18.7,80.5,72,,,,
2021-09-16 21:26:29 CST,287,18.7,80.8,72,,,,
2021-09-16 21:26:53 CST,288,18.5,80.7,72,,,,
2021-09-16 21:27:17 CST,289,18.7,80.8,72,,,,
2021-09-16 21:39:47 CST,290,18.5,81.1,72,,,,
2021-09-16 21:40:03 CST,291,18.6,81.2,72,,,,
2021-09-16 21:40:19 CST,292,18.6,81.2,72,,,,
2021-09-16 21:54:13 CST,293,18.6,81.5,72,,,,
2021-09-16 21:54:33 CST,294,18.5,81.6,72,,,,
2021-09-16 21:54:51 CST,295,18.5,81.6,72,,,,
2021-09-16 22:08:03 CST,296,18.5,80.3,72,,,,
2021-09-16 22:08:21 CST,297,18.6,80.2,72,,,,
2021-09-16 22:08:39 CST,298,18.6,80.1,72,,,,
2021-09-16 22:21:36 CST,299,18.5,80.1,72,,,,
2021-09-16 22:21:59 CST,300,18.6,80.1,72,,,,
2021-09-16 22:36:13 CST,301,18.5,79.9,72,,,,
2021-09-16 22:36:29 CST,302,18.5,79.8,72,,,,
2021-09-16 22:59:42 CST,303,18.6,79.8,72,,,,
2021-09-16 23:03:47 CST,304,18.6,79.8,72,,,,
2021-09-16 23:04:03 CST,305,18.6,79.7,72,,,,
2021-09-16 23:17:05 CST,306,18.6,79.6,72,,,,
2021-09-16 23:17:21 CST,307,18.6,79.8,72,,,,
2021-09-16 23:17:43 CST,308,18.7,79.6,72,,,,
2021-09-16 23:30:51 CST,309,18.6,79.6,72,,,,
2021-09-16 23:31:09 CST,310,18.8,79.7,72,,,,
2021-09-16 23:31:25 CST,311,18.6,79.6,72,,,,
2021-09-16 23:44:53 CST,312,18.6,80.0,72,,,,
2021-09-16 23:45:11 CST,313,18.5,80.0,72,,,,
2021-09-16 23:57:57 CST,314,18.5,79.4,72,,,,
2021-09-16 23:58:13 CST,315,18.6,79.1,72,,,,
2021-09-16 23:58:31 CST,316,18.5,79.4,72,,,,
2021-09-16 23:58:53 CST,317,18.5,79.4,72,,,,
2021-09-17 00:11:43 CST,318,18.5,79.2,72,,,,
2021-09-17 00:11:59 CST,319,18.5,79.1,72,,,,
2021-09-17 00:12:17 CST,320,18.6,79.0,72,,,,
2021-09-17 00:24:37 CST,321,18.5,78.8,72,,,,
2021-09-17 00:24:55 CST,322,18.5,78.6,72,,,,
2021-09-17 00:25:13 CST,323,18.5,78.7,72,,,,
2021-09-17 00:38:53 CST,324,18.4,78.5,72,,,,
2021-09-17 00:39:09 CST,325,18.5,78.4,72,,,,
2021-09-17 00:39:27 CST,326,18.6,78.4,72,,,,
2021-09-17 00:52:45 CST,327,18.5,78.2,72,,,,
2021-09-17 00:53:03 CST,328,18.4,78.3,72,,,,
2021-09-17 01:06:11 CST,329,18.4,78.1,72,,,,
2021-09-17 01:06:33 CST,330,18.3,78.1,72,,,,
2021-09-17 01:06:49 CST,331,18.4,78.2,72,,,,
2021-09-17 01:19:27 CST,332,18.1,78.2,72,,,,
2021-09-17 01:19:45 CST,333,18.2,78.4,72,,,,
2021-09-17 01:20:03 CST,334,18.2,78.3,72,,,,
